StudyID,TraitNo,TraitDesc,TraitType,PC,Sex,Parent_Hybrid,Species_or_CrossType,Cross_Name,Cross_Dir,Dam.Parent1,Sire.Parent2,Trait_mean,Trait_var,Trait_var_Cat,Trait_n,CI.Letters,Ambig.Perf,Cross_ID,ParentID,Parents_Identical,Trait_mean2,Trait_mean_sub,Trait.mean.scaled,Trait.mean.scaled.zero,Trait.mean.div.by.max.sub.1,MaxSub1.Div.Min
Keese_1996,1,Preference_choice,Behaviour,No,NA,Parent,Ophraella_slobodkini,SLB_x_SLB,NA,NA,NA,52.8,3.78,SE,10,NA,No,A,B,FALSE,52.8,83.5,1,1,0,1
Keese_1996,1,Preference_choice,Behaviour,No,NA,Hybrid,F1,SLB_x_NTL,NA,NA,NA,39.89,2.41,SE,187,NA,No,A,NA,FALSE,39.89,70.59,0.8453892215568863,0.6907784431137727,-0.24450757575757576,0.8453892215568862
Keese_1996,1,Preference_choice,Behaviour,No,NA,Parent,Ophraella_notulata,NTL_x_NTL,NA,NA,NA,-30.7,5.88,SE,10,NA,No,A,A,FALSE,-30.7,0,0,-1,-1.581439393939394,0
Keese_1996,2,Acceptatbility_of_Amborisa,Behaviour,No,NA,Parent,Ophraella_slobodkini,SLB_x_SLB,NA,NA,NA,35.95,1.76,SE,85,NA,Yes,A,B,FALSE,35.95,9.680000000000003,1,1,-0.14587788073176522,0.6118836915297095
Keese_1996,2,Acceptatbility_of_Amborisa,Behaviour,No,NA,Hybrid,F1,SLB_x_NTL,NA,NA,NA,42.09,2.32,SE,89,NA,Yes,A,NA,FALSE,42.09,15.820000000000004,1.6342975206611567,2.2685950413223135,0,1
Keese_1996,2,Acceptatbility_of_Amborisa,Behaviour,No,NA,Parent,Ophraella_notulata,NTL_x_NTL,NA,NA,NA,26.27,2.14,SE,80,NA,Yes,A,A,FALSE,26.27,0,0,-1,-0.3758612497030174,0
Keese_1996,3,Acceptatbility_of_Iva,Behaviour,No,NA,Parent,Ophraella_slobodkini,SLB_x_SLB,NA,NA,NA,3.12,0.53,SE,88,NA,Yes,A,B,FALSE,3.12,-22.43,1,1,-0.8778864970645792,0
Keese_1996,3,Acceptatbility_of_Iva,Behaviour,No,NA,Hybrid,F1,SLB_x_NTL,NA,NA,NA,16.06,1.18,SE,80,NA,Yes,A,NA,FALSE,16.06,-9.490000000000002,0.42309407044137326,-0.15381185911725348,-0.37142857142857144,0.5769059295586267
Keese_1996,3,Acceptatbility_of_Iva,Behaviour,No,NA,Parent,Ophraella_notulata,NTL_x_NTL,NA,NA,NA,25.55,1.57,SE,80,NA,Yes,A,A,FALSE,25.55,0,-0,-1,0,1
Orr_1994,1,body_size_pronotum_length_in_mm,Morphology,No,NA,Parent,Melanoplus_devastator,D,NA,NA,NA,5.094993,0.15588067,SD,17,NA,Yes,A,A,FALSE,5.094993,0,-0,-1,0,1
Orr_1994,1,body_size_pronotum_length_in_mm,Morphology,No,NA,Hybrid,F1,H,NA,NA,NA,4.84802489,0.24388907,SD,22,NA,Yes,A,NA,FALSE,4.84802489,-0.24696811000000007,0.6071202522504772,0.21424050450095433,-0.0484727084021509,0.39287974774952283
Orr_1994,1,body_size_pronotum_length_in_mm,Morphology,No,NA,Parent,Melanoplus_sanguinipes,S,NA,NA,NA,4.68820685,0.1857676,SD,16,NA,Yes,A,B,FALSE,4.68820685,-0.4067861499999994,1,1,-0.07984037465802196,0
Orr_1994,2,furcula_length_SC,Morphology,No,NA,Parent,Melanoplus_devastator,D,NA,NA,NA,0.23816039,0.01388065,SD,17,NA,No,A,A,FALSE,0.23816039,0,-0,-1,0,1
Orr_1994,2,furcula_length_SC,Morphology,No,NA,Hybrid,F1,H,NA,NA,NA,0.21304993,0.0129672,SD,22,NA,No,A,NA,FALSE,0.21304993,-0.02511046,0.4099759308862796,-0.1800481382274408,-0.1054350809553175,0.5900240691137206
Orr_1994,2,furcula_length_SC,Morphology,No,NA,Parent,Melanoplus_sanguinipes,S,NA,NA,NA,0.17691177,0.0145902,SD,16,NA,No,A,B,FALSE,0.17691177,-0.061248620000000004,1,1,-0.25717383146710504,0
Orr_1994,3,cercus_width_SC,Morphology,No,NA,Parent,Melanoplus_devastator,D,NA,NA,NA,0.47564289,0.03615231,SD,14,NA,No,A,A,FALSE,0.47564289,0,-0,-1,0,1
Orr_1994,3,cercus_width_SC,Morphology,No,NA,Hybrid,F1,H,NA,NA,NA,0.36688965,0.0642034,SD,18,NA,No,A,NA,FALSE,0.36688965,-0.10875323999999997,0.6330878345216497,0.2661756690432995,-0.2286447296626256,0.36691216547835026
Orr_1994,3,cercus_width_SC,Morphology,No,NA,Parent,Melanoplus_sanguinipes,S,NA,NA,NA,0.30386066,0.05507325,SD,14,NA,No,A,B,FALSE,0.30386066,-0.17178222999999998,1,1,-0.36115798976833224,0
Ruhsam_2011,1,Stip_l_cm,Morphology,No,NA,Parent,Geum_urbanum,pure_G_urbanum,NA,NA,NA,1.89487179,0.27429212,SD,39,NA,No,A,B,FALSE,1.89487179,1.1386217900000002,1,1,0,1
Ruhsam_2011,2,Stip_b_cm,Morphology,No,NA,Parent,Geum_urbanum,pure_G_urbanum,NA,NA,NA,2.09230769,0.33980228,SD,39,NA,No,A,B,FALSE,2.09230769,1.6454326900000003,1,1,0,1
Ruhsam_2011,3,Sep_l_cm,Morphology,No,NA,Parent,Geum_urbanum,pure_G_urbanum,NA,NA,NA,0.62564103,0.0715172,SD,39,NA,No,A,B,FALSE,0.62564103,-0.30560897,1,1,-0.32817070604026843,0
Ruhsam_2011,4,Sep_b_cm,Morphology,No,NA,Parent,Geum_urbanum,pure_G_urbanum,NA,NA,NA,0.33846154,0.06330953,SD,39,NA,No,A,B,FALSE,0.33846154,-0.19903845999999997,1,1,-0.370304111627907,0
Ruhsam_2011,5,Pet_l_cm,Morphology,No,NA,Parent,Geum_urbanum,pure_G_urbanum,NA,NA,NA,0.72051282,0.08638801,SD,39,NA,No,A,B,FALSE,0.72051282,-0.42167467999999986,1,1,-0.3691816623803008,0
Ruhsam_2011,6,Pet_b_cm,Morphology,No,NA,Parent,Geum_urbanum,pure_G_urbanum,NA,NA,NA,0.62051282,0.10305718,SD,39,NA,No,A,B,FALSE,0.62051282,-0.33261218000000004,1,1,-0.3489701560655738,0
Ruhsam_2011,7,Claw_l_mm,Morphology,No,NA,Parent,Geum_urbanum,pure_G_urbanum,NA,NA,NA,0,0,SD,39,NA,No,A,B,FALSE,0,-5.125,1,1,-1,0
Ruhsam_2011,8,Gyno_mm,Morphology,No,NA,Parent,Geum_urbanum,pure_G_urbanum,NA,NA,NA,0,0,SD,39,NA,No,A,B,FALSE,0,-6.046875,1,1,-1,0
Ruhsam_2011,9,Up_sty_jo_mm,Morphology,No,NA,Parent,Geum_urbanum,pure_G_urbanum,NA,NA,NA,1.56410256,0.16934421,SD,39,NA,No,A,B,FALSE,1.56410256,-3.2327724399999997,1,1,-0.6739330168078176,0
Ruhsam_2011,1,Stip_l_cm,Morphology,No,NA,Parent,Geum_rivale,pure_G_rivale,NA,NA,NA,0.75625,0.17215428,SD,32,NA,No,A,A,FALSE,0.75625,0,0,-1,-0.6008964807059585,0
Ruhsam_2011,2,Stip_b_cm,Morphology,No,NA,Parent,Geum_rivale,pure_G_rivale,NA,NA,NA,0.446875,0.2228617,SD,32,NA,No,A,A,FALSE,0.446875,0,0,-1,-0.7864200365291397,0
Ruhsam_2011,3,Sep_l_cm,Morphology,No,NA,Parent,Geum_rivale,pure_G_rivale,NA,NA,NA,0.93125,0.17121482,SD,32,NA,No,A,A,FALSE,0.93125,0,-0,-1,0,1
Ruhsam_2011,4,Sep_b_cm,Morphology,No,NA,Parent,Geum_rivale,pure_G_rivale,NA,NA,NA,0.5375,0.10395408,SD,32,NA,No,A,A,FALSE,0.5375,0,-0,-1,0,1
Ruhsam_2011,5,Pet_l_cm,Morphology,No,NA,Parent,Geum_rivale,pure_G_rivale,NA,NA,NA,1.1421875,0.13743584,SD,32,NA,No,A,A,FALSE,1.1421875,0,-0,-1,0,1
Ruhsam_2011,6,Pet_b_cm,Morphology,No,NA,Parent,Geum_rivale,pure_G_rivale,NA,NA,NA,0.953125,0.16652884,SD,32,NA,No,A,A,FALSE,0.953125,0,-0,-1,0,1
Ruhsam_2011,7,Claw_l_mm,Morphology,No,NA,Parent,Geum_rivale,pure_G_rivale,NA,NA,NA,5.125,0.83279553,SD,32,NA,No,A,A,FALSE,5.125,0,-0,-1,0,1
Ruhsam_2011,8,Gyno_mm,Morphology,No,NA,Parent,Geum_rivale,pure_G_rivale,NA,NA,NA,6.046875,1.5981813,SD,32,NA,No,A,A,FALSE,6.046875,0,-0,-1,0,1
Ruhsam_2011,9,Up_sty_jo_mm,Morphology,No,NA,Parent,Geum_rivale,pure_G_rivale,NA,NA,NA,4.796875,0.96603091,SD,32,NA,No,A,A,FALSE,4.796875,0,-0,-1,0,1
Ruhsam_2011,1,Stip_l_cm,Morphology,No,NA,Hybrid,F1,Controlled_F1,NA,NA,NA,1.778125,0.29042169,SD,32,NA,No,A,NA,FALSE,1.778125,1.021875,0.8974665766760005,0.794933153352001,-0.06161197323012557,0.8974665766760004
Ruhsam_2011,2,Stip_b_cm,Morphology,No,NA,Hybrid,F1,Controlled_F1,NA,NA,NA,1.50625,0.30789347,SD,32,NA,No,A,NA,FALSE,1.50625,1.0593750000000002,0.6438276122981367,0.28765522459627335,-0.2801011021471703,0.6438276122981366
Ruhsam_2011,3,Sep_l_cm,Morphology,No,NA,Hybrid,F1,Controlled_F1,NA,NA,NA,0.865625,0.12077538,SD,32,NA,No,A,NA,FALSE,0.865625,-0.06562500000000004,0.21473518921908624,-0.5705296215618275,-0.07046979865771819,0.7852648107809137
Ruhsam_2011,4,Sep_b_cm,Morphology,No,NA,Hybrid,F1,Controlled_F1,NA,NA,NA,0.45625,0.05040161,SD,32,NA,No,A,NA,FALSE,0.45625,-0.08124999999999999,0.4082125635417396,-0.18357487291652075,-0.15116279069767435,0.5917874364582606
Ruhsam_2011,5,Pet_l_cm,Morphology,No,NA,Hybrid,F1,Controlled_F1,NA,NA,NA,0.946875,0.08793097,SD,32,NA,No,A,NA,FALSE,0.946875,-0.1953124999999999,0.46318289729893186,-0.07363420540213628,-0.17099863201094379,0.5368171027010682
Ruhsam_2011,6,Pet_b_cm,Morphology,No,NA,Hybrid,F1,Controlled_F1,NA,NA,NA,0.865625,0.10658746,SD,32,NA,No,A,NA,FALSE,0.865625,-0.08750000000000002,0.26306913956067396,-0.4738617208786521,-0.09180327868852456,0.7369308604393261
Ruhsam_2011,7,Claw_l_mm,Morphology,No,NA,Hybrid,F1,Controlled_F1,NA,NA,NA,1.96875,0.30946103,SD,32,NA,No,A,NA,FALSE,1.96875,-3.15625,0.6158536585365854,0.23170731707317072,-0.6158536585365854,0.38414634146341464
Ruhsam_2011,8,Gyno_mm,Morphology,No,NA,Hybrid,F1,Controlled_F1,NA,NA,NA,1.25,0.62217102,SD,32,NA,No,A,NA,FALSE,1.25,-4.796875,0.7932816537467701,0.5865633074935401,-0.7932816537467701,0.20671834625322993
Ruhsam_2011,9,Up_sty_jo_mm,Morphology,No,NA,Hybrid,F1,Controlled_F1,NA,NA,NA,3.09375,0.29614458,SD,32,NA,No,A,NA,FALSE,3.09375,-1.703125,0.5268310812498761,0.0536621624997522,-0.35504885993485347,0.4731689187501239
Ruhsam_2011,10,PCA1,Morphology,Yes,NA,Parent,Geum_rivale,pure_G_rivale,NA,NA,NA,-2.68,0.882,SD,32,NA,No,A,A,FALSE,-2.68,0,0,-1,-1.9023569023569022,0
Ruhsam_2011,10,PCA1,Morphology,Yes,NA,Parent,Geum_urbanum,pure_G_urbanum,NA,NA,NA,2.97,0.396,SD,38,NA,No,A,B,FALSE,2.97,5.65,1,1,0,1
Ruhsam_2011,10,PCA1,Morphology,Yes,NA,Hybrid,F1,Controlled_F1,NA,NA,NA,0.518,0.492,SD,32,NA,No,A,NA,FALSE,0.518,3.1980000000000004,0.5660176991150443,0.13203539823008859,-0.8255892255892257,0.5660176991150442
Ruhsam_2011,11,PCA2,Morphology,Yes,NA,Parent,Geum_rivale,pure_G_rivale,NA,NA,NA,-0.956,0.99,SD,32,NA,No,A,A,FALSE,-0.956,0,0,-1,-2.634188034188034,0
Ruhsam_2011,11,PCA2,Morphology,Yes,NA,Parent,Geum_urbanum,pure_G_urbanum,NA,NA,NA,-0.112,0.617,SD,38,NA,No,A,B,FALSE,-0.112,0.844,1,1,-1.1914529914529914,0.5476963011031797
Ruhsam_2011,11,PCA2,Morphology,Yes,NA,Hybrid,F1,Controlled_F1,NA,NA,NA,0.585,0.622,SD,32,NA,No,A,NA,FALSE,0.585,1.541,1.8258293838862558,2.6516587677725116,0,1
STANHOPE_1992,1,Choice_of_bank_over_wood_debris,Behaviour,No,NA,Parent,Eogammarus_confervicolus_bank,BKSQ_BKSQ,NA,NA,NA,0.63973064,NA,Binomial,297,NA,No,A,A,FALSE,0.63973064,0,-0,-1,0,1
STANHOPE_1992,1,Choice_of_bank_over_wood_debris,Behaviour,No,NA,Hybrid,F1,BKSQ_WDSQ,A,WDSQ_WDSQ,BKSQ_BKSQ,0.37777778,NA,Binomial,291,NA,No,A,NA,FALSE,0.37777778,-0.26195286,0.5143431953285463,0.028686390657092664,-0.40947368098548476,0.48565680467145367
STANHOPE_1992,1,Choice_of_bank_over_wood_debris,Behaviour,No,NA,Hybrid,F1,WDSQ_BKSQ,B,BKSQ_BKSQ,WDSQ_WDSQ,0.16442953,NA,Binomial,298,NA,No,A,NA,FALSE,0.16442953,-0.47530111,0.9332514699805334,0.8665029399610669,-0.7429706821608545,0.06674853001946646
STANHOPE_1992,1,Choice_of_bank_over_wood_debris,Behaviour,No,NA,Parent,Eogammarus_confervicolus_wood_debris,WDSQ_WDSQ,NA,NA,NA,0.13043478,NA,Binomial,276,NA,No,A,B,FALSE,0.13043478,-0.50929586,1,1,-0.7961098439805854,0
STANHOPE_1992,1,Choice_of_bank_over_wood_debris,Behaviour,No,NA,Hybrid,F2,BKSQ_WDSQ,A,WDSQ_WDSQ,BKSQ_BKSQ,0.56506849,NA,Binomial,292,NA,No,A,NA,FALSE,0.56506849,-0.07466214999999998,0.14659877659323595,-0.7068024468135281,-0.11670872916138575,0.853401223406764
STANHOPE_1992,1,Choice_of_bank_over_wood_debris,Behaviour,No,NA,Hybrid,F2,WDSQ_BKSQ,B,BKSQ_BKSQ,WDSQ_WDSQ,0.45993031,NA,Binomial,287,NA,No,A,NA,FALSE,0.45993031,-0.17980033,0.35303709321336324,-0.2939258135732735,-0.28105630519744995,0.6469629067866368
STANHOPE_1992,2,Choice_of_bank_over_fucus,Behaviour,No,NA,Parent,Eogammarus_confervicolus_bank,BKSQ_BKSQ,NA,NA,NA,0.53082192,NA,Binomial,292,NA,No,B,A,FALSE,0.53082192,0,-0,-1,0,1
STANHOPE_1992,2,Choice_of_bank_over_fucus,Behaviour,No,NA,Hybrid,F1,BKSQ_FSQ,A,FSQ_FSQ,BKSQ_BKSQ,0.22680412,NA,Binomial,291,NA,No,B,NA,FALSE,0.22680412,-0.30401779999999995,0.7673215086252742,0.5346430172505483,-0.5727303047319523,0.23267849137472574
STANHOPE_1992,2,Choice_of_bank_over_fucus,Behaviour,No,NA,Hybrid,F1,FSQ_BKSQ,B,BKSQ_BKSQ,FSQ_FSQ,0.17421603,NA,Binomial,287,NA,No,B,NA,FALSE,0.17421603,-0.35660589,0.9000504888182816,0.8001009776365633,-0.6717994803228924,0.09994951118171846
STANHOPE_1992,2,Choice_of_bank_over_fucus,Behaviour,No,NA,Parent,Eogammarus_confervicolus_fucus,FSQ_FSQ,NA,NA,NA,0.13461538,NA,Binomial,260,NA,No,B,B,FALSE,0.13461538,-0.39620653999999994,1,1,-0.7464019948535658,0
STANHOPE_1992,2,Choice_of_bank_over_fucus,Behaviour,No,NA,Hybrid,F2,BKSQ_FSQ,A,FSQ_FSQ,BKSQ_BKSQ,0.44107744,NA,Binomial,297,NA,No,B,NA,FALSE,0.44107744,-0.08974447999999996,0.22650933525731295,-0.546981329485374,-0.1690670196890135,0.7734906647426871
STANHOPE_1992,2,Choice_of_bank_over_fucus,Behaviour,No,NA,Hybrid,F2,FSQ_BKSQ,B,BKSQ_BKSQ,FSQ_FSQ,0.41355932,NA,Binomial,295,NA,No,B,NA,FALSE,0.41355932,-0.11726259999999994,0.29596331246828983,-0.40807337506342034,-0.2209076068298007,0.7040366875317102
STANHOPE_1992,3,Choice_of_fucus_over_wood_debris,Behaviour,No,NA,Parent,Eogammarus_confervicolus_fucus,FSQ_FSQ,NA,NA,NA,0.87309645,NA,Binomial,197,NA,No,C,A,FALSE,0.87309645,0,-0,-1,0,1
STANHOPE_1992,3,Choice_of_fucus_over_wood_debris,Behaviour,No,NA,Hybrid,F1,FSQ_WDSQ,A,WDSQ_WDSQ,FSQ_FSQ,0.45517241,NA,Binomial,290,NA,No,C,NA,FALSE,0.45517241,-0.41792404,0.5944049923733792,0.18880998474675836,-0.4786688114468911,0.4055950076266208
STANHOPE_1992,3,Choice_of_fucus_over_wood_debris,Behaviour,No,NA,Hybrid,F1,WDSQ_FSQ,B,FSQ_FSQ,WDSQ_WDSQ,0.44333333,NA,Binomial,300,NA,No,C,NA,FALSE,0.44333333,-0.42976312,0.6112434787574308,0.22248695751486158,-0.49222868790727525,0.3887565212425692
STANHOPE_1992,3,Choice_of_fucus_over_wood_debris,Behaviour,No,NA,Parent,Eogammarus_confervicolus_wood_debris,WDSQ_WDSQ,NA,NA,NA,0.17,NA,Binomial,200,NA,No,C,B,FALSE,0.17,-0.70309645,1,1,-0.8052906984102386,0
STANHOPE_1992,3,Choice_of_fucus_over_wood_debris,Behaviour,No,NA,Hybrid,F2,FSQ_WDSQ,A,WDSQ_WDSQ,FSQ_FSQ,0.4966443,NA,Binomial,298,NA,No,C,NA,FALSE,0.4966443,-0.37645215000000004,0.5354203537793428,0.07084070755868566,-0.43116903063802403,0.46457964622065717
STANHOPE_1992,3,Choice_of_fucus_over_wood_debris,Behaviour,No,NA,Hybrid,F2,WDSQ_FSQ,B,FSQ_FSQ,WDSQ_WDSQ,0.55631399,NA,Binomial,293,NA,No,C,NA,FALSE,0.55631399,-0.31678246,0.45055334869063834,-0.09889330261872331,-0.36282642083815597,0.5494466513093617
Brothers_2013,1,Days_to_flower,Life_history,No,NA,Parent,Iris_fulva,fulva,NA,NA,NA,148.87,3.06,SE,12,NA,No,A,A,FALSE,148.87,0,-0,-1,-0.007599493367108745,0.943675889328064
Brothers_2013,2,Flower_height,Morphology,No,NA,Parent,Iris_fulva,fulva,NA,NA,NA,67.67,2.38,SE,12,NA,No,A,A,FALSE,67.67,0,0,-1,-0.5089259796806966,0
Brothers_2013,3,Leaf_length,Morphology,No,NA,Parent,Iris_fulva,fulva,NA,NA,NA,64.33,2.36,SE,12,NA,No,A,A,FALSE,64.33,0,0,-1,-0.44375270211846096,0
Brothers_2013,4,Floral_guide_area,Pigment,No,NA,Parent,Iris_fulva,fulva,NA,NA,NA,0,0,SE,12,NA,No,A,A,FALSE,0,0,0,-1,-1,0
Brothers_2013,5,Blade_length,Morphology,No,NA,Parent,Iris_fulva,fulva,NA,NA,NA,42.02,0.49,SE,12,NA,No,A,A,FALSE,42.02,0,0,-1,-0.42783224400871456,0
Brothers_2013,6,Blade_width,Morphology,No,NA,Parent,Iris_fulva,fulva,NA,NA,NA,28.05,0.46,SE,12,NA,No,A,A,FALSE,28.05,0,0,-1,-0.43776307877330123,0
Brothers_2013,7,Sepal_stalk_length,Morphology,No,NA,Parent,Iris_fulva,fulva,NA,NA,NA,9.36,0.25,SE,12,NA,No,A,A,FALSE,9.36,0,0,-1,-0.768144661877632,0
Brothers_2013,8,Anther_extension,Morphology,No,NA,Parent,Iris_fulva,fulva,NA,NA,NA,2.72,0.56,SE,12,NA,No,A,A,FALSE,2.72,0,-0,-1,0,1
Brothers_2013,9,Lightness_scale_L_star,Pigment,No,NA,Parent,Iris_fulva,fulva,NA,NA,NA,74.13,7.15,SE,12,NA,No,A,A,FALSE,74.13,0,0,-1,-0.24264405394360444,0.522709003215434
Brothers_2013,10,green_to_red_scale_a_star,Pigment,No,NA,Parent,Iris_fulva,fulva,NA,NA,NA,157.64,2.74,SE,12,NA,No,A,A,FALSE,157.64,0,-0,-1,0,1
Brothers_2013,11,blue_to_yellow_scale_b_star,Pigment,No,NA,Parent,Iris_fulva,fulva,NA,NA,NA,148.63,2.72,SE,12,NA,No,A,A,FALSE,148.63,0,-0,-1,0,1
Brothers_2013,1,Days_to_flower,Life_history,No,NA,Parent,Iris_hexagona,hexagona,NA,NA,NA,145.62,0.98,SE,7,NA,No,A,B,FALSE,145.62,-3.25,1,1,-0.029264715685620835,0.7831027667984196
Brothers_2013,2,Flower_height,Morphology,No,NA,Parent,Iris_hexagona,hexagona,NA,NA,NA,137.8,6.78,SE,7,NA,No,A,B,FALSE,137.8,70.13000000000001,1,1,0,1
Brothers_2013,3,Leaf_length,Morphology,No,NA,Parent,Iris_hexagona,hexagona,NA,NA,NA,115.65,5.67,SE,7,NA,No,A,B,FALSE,115.65,51.32000000000001,0.9999999999999999,0.9999999999999998,0,1
Brothers_2013,4,Floral_guide_area,Pigment,No,NA,Parent,Iris_hexagona,hexagona,NA,NA,NA,42.31,4.75,SE,7,NA,No,A,B,FALSE,42.31,42.31,1,1,0,1
Brothers_2013,5,Blade_length,Morphology,No,NA,Parent,Iris_hexagona,hexagona,NA,NA,NA,73.44,0.61,SE,7,NA,No,A,B,FALSE,73.44,31.419999999999995,1,1,0,1
Brothers_2013,6,Blade_width,Morphology,No,NA,Parent,Iris_hexagona,hexagona,NA,NA,NA,49.89,0.48,SE,7,NA,No,A,B,FALSE,49.89,21.84,0.9999999999999999,0.9999999999999998,0,1
Brothers_2013,7,Sepal_stalk_length,Morphology,No,NA,Parent,Iris_hexagona,hexagona,NA,NA,NA,40.37,0.34,SE,7,NA,No,A,B,FALSE,40.37,31.009999999999998,0.9999999999999999,0.9999999999999998,0,1
Brothers_2013,8,Anther_extension,Morphology,No,NA,Parent,Iris_hexagona,hexagona,NA,NA,NA,-12.43,0.56,SE,7,NA,No,A,B,FALSE,-12.43,-15.15,0.9999999999999999,0.9999999999999998,-5.56985294117647,0
Brothers_2013,9,Lightness_scale_L_star,Pigment,No,NA,Parent,Iris_hexagona,hexagona,NA,NA,NA,97.88,2.25,SE,7,NA,No,A,B,FALSE,97.88,23.75,1,1,0,1
Brothers_2013,10,green_to_red_scale_a_star,Pigment,No,NA,Parent,Iris_hexagona,hexagona,NA,NA,NA,152.72,0.75,SE,7,NA,No,A,B,FALSE,152.72,-4.9199999999999875,1,1,-0.031210352702359723,0.6498220640569401
Brothers_2013,11,blue_to_yellow_scale_b_star,Pigment,No,NA,Parent,Iris_hexagona,hexagona,NA,NA,NA,88.59,1.15,SE,7,NA,No,A,B,FALSE,88.59,-60.03999999999999,0.9999999999999999,0.9999999999999998,-0.4039561326784633,0
Brothers_2013,1,Days_to_flower,Life_history,No,NA,Hybrid,F1,F1,NA,NA,NA,150.01,0.97,SE,10,NA,No,A,NA,FALSE,150.01,1.1399999999999864,-0.3507692307692266,-1.7015384615384532,0,1
Brothers_2013,2,Flower_height,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,114.86,3.22,SE,10,NA,No,A,NA,FALSE,114.86,47.19,0.6728931983459289,0.34578639669185773,-0.16647314949201752,0.6728931983459288
Brothers_2013,3,Leaf_length,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,95.16,2.92,SE,10,NA,No,A,NA,FALSE,95.16,30.83,0.6007404520654714,0.20148090413094288,-0.1771725032425422,0.6007404520654716
Brothers_2013,4,Floral_guide_area,Pigment,No,NA,Hybrid,F1,F1,NA,NA,NA,5.48,0.36,SE,10,NA,No,A,NA,FALSE,5.48,5.48,0.12952020798865516,-0.7409595840226897,-0.8704797920113448,0.12952020798865516
Brothers_2013,5,Blade_length,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,51.59,0.37,SE,10,NA,No,A,NA,FALSE,51.59,9.57,0.3045830681094845,-0.390833863781031,-0.2975217864923747,0.30458306810948443
Brothers_2013,6,Blade_width,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,36.72,0.37,SE,10,NA,No,A,NA,FALSE,36.72,8.669999999999998,0.39697802197802184,-0.2060439560439563,-0.2639807576668671,0.3969780219780219
Brothers_2013,7,Sepal_stalk_length,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,19.81,0.22,SE,10,NA,No,A,NA,FALSE,19.81,10.45,0.3369880683650435,-0.32602386326991295,-0.5092890760465693,0.3369880683650436
Brothers_2013,8,Anther_extension,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,-4.67,0.34,SE,10,NA,No,A,NA,FALSE,-4.67,-7.390000000000001,0.4877887788778878,-0.024422442244224407,-2.7169117647058822,0.5122112211221121
Brothers_2013,9,Lightness_scale_L_star,Pigment,No,NA,Hybrid,F1,F1,NA,NA,NA,48.12,18.59,SE,10,NA,No,A,NA,FALSE,48.12,-26.009999999999998,-1.0951578947368419,-3.1903157894736838,-0.508377605230895,0
Brothers_2013,10,green_to_red_scale_a_star,Pigment,No,NA,Hybrid,F1,F1,NA,NA,NA,143.59,8.68,SE,10,NA,No,A,NA,FALSE,143.59,-14.049999999999983,2.855691056910573,4.711382113821146,-0.08912712509515341,0
Brothers_2013,11,blue_to_yellow_scale_b_star,Pigment,No,NA,Hybrid,F1,F1,NA,NA,NA,119.71,4.29,SE,10,NA,No,A,NA,FALSE,119.71,-28.92,0.48167888074616927,-0.03664223850766146,-0.19457713785911324,0.5183211192538308
Brothers_2013,1,Days_to_flower,Life_history,No,NA,Hybrid,F2,F2,NA,NA,NA,129.77,0.98,SE,328,NA,No,A,NA,FALSE,129.77,-19.099999999999994,5.876923076923076,10.753846153846151,-0.13492433837744133,0
Brothers_2013,2,Flower_height,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,95.25,0.81,SE,328,NA,No,A,NA,FALSE,95.25,27.58,0.3932696420932553,-0.21346071581348935,-0.30878084179970977,0.3932696420932552
Brothers_2013,3,Leaf_length,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,92.76,0.83,SE,328,NA,No,A,NA,FALSE,92.76,28.430000000000007,0.553975058456742,0.107950116913484,-0.19792477302204925,0.5539750584567422
Brothers_2013,4,Floral_guide_area,Pigment,No,NA,Hybrid,F2,F2,NA,NA,NA,12.27,0.89,SE,328,NA,No,A,NA,FALSE,12.27,12.27,0.290002363507445,-0.41999527298510997,-0.709997636492555,0.290002363507445
Brothers_2013,5,Blade_length,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,47.41,0.3,SE,328,NA,No,A,NA,FALSE,47.41,5.3899999999999935,0.1715467854869508,-0.6569064290260984,-0.3544389978213508,0.1715467854869508
Brothers_2013,6,Blade_width,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,33.18,0.23,SE,328,NA,No,A,NA,FALSE,33.18,5.129999999999999,0.23489010989010983,-0.5302197802197803,-0.3349368610944077,0.23489010989010983
Brothers_2013,7,Sepal_stalk_length,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,20.45,0.2,SE,328,NA,No,A,NA,FALSE,20.45,11.09,0.35762657207352466,-0.2847468558529507,-0.49343571959375776,0.35762657207352466
Brothers_2013,8,Anther_extension,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,-7.42,0.25,SE,328,NA,No,A,NA,FALSE,-7.42,-10.14,0.6693069306930692,0.33861386138613847,-3.727941176470588,0.33069306930693065
